Overall Sentiment Score
-0.16074
0.030481
0.131527
0.119431
0.248613
0.131254
0.176281
0.092871
0.133229
0.014691
0.03362
0.031438
0.521
-0.004915
0.009628
0.104777
0.111259
0.111281
0.022032
0.177949
0.192328
0.126859
0.266522
-0.012114
0.019225
-0.061498
0.09541
0.295353
-0.080511
0.075288
0.113858
0.072374
-0.090324
-0.038649
0.273111
-0.16338
-0.394214
0.054349
0.175801
0.021783
0.235131
0.200503
0.150546
0.075174
0.208099
0.0
0.06904
-0.056415
0.199094
0.493171
0.226873
-0.004811
0.539345
-0.007213
0.159405
0.007163
0.184336
0.170462
0.203929
0.00721
0.160819
-0.154009
0.143826
0.189067
0.156123
0.220405
-0.236137
-0.086919
0.104952
-0.017029
0.299663
-0.086914
0.180145
0.098669
0.167197
0.222781
-0.079073
0.05911
0.080408
0.043435
0.362267
0.132594
0.189915
0.199188
-0.19587
0.239453
-0.09563
-0.09765
-0.012161
-0.007277
-0.002421
0.193188
-0.041587
-0.072048
-0.002435
0.092548
0.045722
-0.248657
0.169909
-0.019502
0.038596
0.137395
-0.028858
0.049719
0.327014
0.019308
0.057992
0.107357
0.223922
0.231212
0.012152
0.427829
-0.048694
-0.022132
0.060325
0.148268
0.253218
0.32361
-0.08443
-0.0794
0.180135
0.042574
0.414752
0.014514
0.075052
0.379564
0.056663
0.283871
0.133611
0.231212
0.247482
0.056674
0.402261
0.127614
0.012338
0.224477
0.190671
0.094944
0.231212
0.148968
0.294567
0.126305
-0.098425
-0.065779
0.226577
-0.021909
0.370226
0.122545
0.23819
-0.158287
0.160369
0.142583
0.256915
0.120086
-0.232502
0.176332
0.364309
0.566815
0.389222
0.228871
0.157043
0.28433
0.514084
-0.106662
-0.070949
0.455861
0.048574
0.09578
0.026815
0.250811
0.089962
0.109531
0.313109
0.375217
0.355215
0.38899
0.300035
0.305168
0.221647
0.077519
0.347586
0.10295
0.378978
0.28135
-0.014446
0.017048
0.194211
-0.004838
0.178055
0.050488
-0.007291
0.273965
0.138014
0.245163
0.002431
0.109903
0.172716
0.024213
0.214276
0.101052
0.168766
0.122037
0.252836
0.235344
0.040957
0.258491
0.12333
0.434098
0.223256
0.026806
0.160819
0.065842
0.172179
-0.286357
0.202904
0.277568
-0.002443
0.113521
0.009679
0.023946
0.434912
0.161506
0.152248
0.26536
0.09363
0.146718
0.24126
0.235405
0.238067
0.16243
-0.053416
0.367727
0.370546
0.191216
0.140121
0.041169
0.076576
0.086708
-0.259453
0.064544
0.237813
0.22511
0.002415
-0.171361
-0.171361
0.39475
0.253549
0.165574
0.133008
0.294378
-0.038841
0.227218
-0.016569
0.029236
0.025738
-0.181017
0.262393
0.052992
0.204043
0.152873
0.009815
0.257079
0.109333
0.354364
0.32974
0.384237
-0.262754
0.121993
0.109322
0.292142
0.193589
-0.119499
0.264245
0.232756
-0.144463
0.057294
0.202774
0.21841
0.244646
0.364341
0.026356
0.212092
0.267332
0.237013
0.285702
0.262808
0.103369
0.103369
0.176713
0.19702
0.17261
0.013959
0.230589
-0.287325
0.418766
0.205992
0.208297
0.052685
0.197463
0.059567
0.200236
0.20808
0.030537
0.077297
-0.070269
0.252118
-0.051586
0.152259
0.220687
0.168587
0.110233
0.053874
0.140961
0.191449
-0.062932
0.241722
0.371088
0.137475
0.257247
0.366382
0.004668
-0.133122
0.499946
0.194938
0.23475
0.317551
0.353308
0.01452
0.210438
0.144866
-0.021745
0.240908
0.191083
0.135394
0.24766
0.276001
0.197176
0.183933
0.275177
0.241255
-0.048186
-0.100895
0.167536
0.057915
0.414667
0.120041
0.126574
0.221674
0.29392
0.229289
-0.259453
0.294183
0.215495
0.267332
0.241618
0.241618
0.411624
0.247201
0.361178
0.23066
0.256279
0.023551
0.279346
0.23066
0.116694
0.211788
0.321196
0.346728
0.335253
-0.356867
0.178979
0.181691
0.151685
0.136936
0.103995
0.277006
0.049967
0.127743
0.279767
0.321124
0.288541
0.279966
0.283878
0.286692
0.234924
0.229345
0.320199
-0.024111
0.199481
0.19243
0.263935
0.246824
0.007079
0.109658
0.242978
0.140047
0.20357
0.167837
0.062206
-0.161167
0.1642
0.271193
0.065802
0.183033
0.137614
0.23066
0.241657
0.24389
0.267332
0.265104
-0.016753
-0.01921
0.118065
0.137177
0.20428
0.137692
0.142095
0.277094
0.319646
0.122937
-0.058298
0.212896
0.103369
0.033043
-0.046698
0.131435
0.288986
0.117372
0.141278
0.152354
0.133959
0.179936
-0.014372
0.605032
0.381294
0.338494
0.349013
-0.072808
0.351631
0.41381
0.043949
0.332791
-0.029319
-0.223309
0.159672
0.241433
0.185753
0.160819
0.25739
0.14109
0.242918
0.330148
0.052428
0.305556
0.026832
0.158234
0.157261
0.14393
0.418063
0.140567
0.492528
0.129439
0.095486
0.191873
0.363139
0.438818
0.190534
0.447643
0.405166
0.29986
0.00485
0.14067
0.156709
0.230884
0.407638
0.00943
-0.204081
0.14424
-0.085401
0.176591
-0.162469
0.123286
0.040363
0.357386
0.344235
0.386137
0.396454
0.324765
0.386137
0.344245
0.396413
0.355593
0.353773
0.387968
0.114349
-0.1089
0.231761
0.239424
0.022223
0.366205
0.23918
0.302587
0.447903
0.29703
0.095996
0.322428
0.205912
0.13344
0.007382
0.311713
0.302648
0.220647
-0.187604
0.447916
0.134167
0.243868
0.272992
0.434268
0.002435
0.132707
0.154205
0.221926
-0.109392
0.165922
0.016514
0.360769
0.217463
-0.299017
0.381747
0.168165
0.359407
-0.210848
0.169055
0.176408
0.394538
0.394891
0.128863
0.379746
0.348167
-0.014327
0.335639
0.196722
0.384914
0.160445
0.148714
0.364115
0.040495
0.148068
0.154448
0.019332
0.060065
0.162596
0.160229
0.079151
0.154405
0.060139
0.066646
0.236894
0.183363
0.278681
0.350864
0.337682
0.356795
0.225721
0.258637
0.295975
0.119919
0.319188
0.158526
0.130075
0.351601
0.351601
0.366277
0.167336
0.403364
0.031583
0.135008
0.305064
-0.220202
0.38715
0.41274
0.148769
0.004859
0.0
0.312604
0.083282
0.287525
0.399465
0.328124
0.32122
0.291717
0.241618
0.239316
0.259737
0.211882
0.296116
0.215355
0.282572
0.239156
-0.043437
0.293695
-0.142238
0.1184
0.426346
0.058737
0.381814
0.242283
0.275935
0.16723
0.158488
0.266702
0.192351
0.565292
-0.184291
0.235889
-0.150932
0.27037
0.00237
0.079925
0.434339
0.39206
0.237887
0.280626
0.052083
0.117782
0.213148
0.378416
0.137762
0.378412
-0.036514
0.11565
-0.007208
0.103996
0.168717
0.157236
0.183338
0.092641
0.275828
0.088841
0.243437
0.319574
0.324918
0.437716
0.191966
0.086054
0.026382
0.021645
0.016613
0.461955
0.211946
0.134727
0.415922
-0.002447
0.122563
0.204724
0.501982
0.153989
0.294378
0.208017
0.363179
0.347542
0.577533
0.101365
0.122634
0.337143
0.153725
0.197573
0.014597
0.368895
0.319688
0.108665
0.116837
0.131441
0.220282
0.016933
0.253164
0.354741
-0.011951
0.042674
0.446589
0.086066
0.120332
0.254605
0.334422
0.292713
0.109193
0.04336
0.316973
0.127356
0.420933
0.224067
0.138406
0.143153
0.334041
0.09926
0.101896
-0.138758
0.198883
0.275177
0.246646
0.365123
0.141706
0.283094
0.136816
0.13578
0.071295
0.123339
0.124032
0.107825
0.330704
0.443312
0.145041
0.289598
0.192074
0.019185
0.182947
0.104168
0.109069
0.066168
0.528568
0.106409
0.23116
0.167332
0.414594
0.235049
0.431313
0.038832
0.026405
0.236862
0.252708
-0.083848
0.108706
0.169133
0.031715
-0.016999
0.23315
-0.399027
0.111373
0.197051
0.542103
0.514963
0.122047
0.18759
0.200097
0.167998
0.060665
0.012228
0.288689
0.2366
0.216673
-0.321137
0.27958
-0.283203
0.279591
0.33973
0.304677
0.400197
0.264295
0.166135
0.18096
-0.304794
0.293545
-0.07087
-0.064571
0.055983
0.318031
0.194738
0.283527
0.300099
-0.111416
-0.048762
-0.061002
0.370283
0.285613
0.33503
0.0231
0.126254
0.258487
0.130706
-0.054735
0.030941
0.071118
0.023855
0.2149
0.258055
-0.061412
0.071849
0.238357
0.290886
0.189604
0.207717
0.072977
0.125764
0.262544
0.15628
0.262544
0.262457
0.172874
0.320037
0.078642
0.068501
0.165514
-0.127946
-0.228222
0.213933
0.07197
0.234647
0.292439
0.161076
0.09669
0.419144
0.228132
-0.002397
0.320037
0.057507
0.189333
0.087077
0.342389
0.028247
0.346858
0.072024
0.230788
-0.041283
-0.038675
0.274576
0.124024
0.485583
0.009265
0.112818
0.518906
0.354801
0.328902
-0.143564
-0.397152
-0.096498
0.249558
-0.074725
0.135546
0.176973
-0.0292
-0.188082
0.09214
0.178505
0.178505
0.326256
0.105931
0.228432
-0.395081
0.266983
0.264576
0.405414
0.190829
0.563143
0.120723
0.06937
0.239781
0.058759
0.274008
0.04757
0.074638
0.091137
-0.065235
0.06461
0.414281
0.338703
0.160969
0.177373
0.251681
0.194495
0.199213
0.300493
-0.412057
0.002311
0.210347
0.115338
0.330757
0.27766
0.292181
0.281082
0.136036
0.129068
0.201426
0.204226
0.130693
0.133483
0.242505
0.269833
0.207806
-0.016925
-0.011564
0.378228
0.342474
0.370546
0.262803
0.118205
0.354059
0.22397
0.150435
0.065635
0.19833
0.339104
0.209745
0.286111
0.153474
0.238903
0.118771
0.123493
0.057415
0.375778
0.390385
0.338416
0.298507
0.215281
0.488633
0.281508
-0.04282
0.183709
0.002473
-0.009846
0.294836
0.355308
0.245717
0.121287
0.166268
0.501904
0.534342
0.031664
0.245717
0.294836
0.145091
0.230565
-0.206141
0.445767
0.150755
0.16267
0.202253
0.133766
0.164555
-0.152423
0.102237
0.326579
0.055991
0.194957
0.433769
0.234141
-0.113561
0.129465
0.024603
-0.034507
-0.041909
-0.012368
0.029603
-0.02726
0.041831
0.0198
0.032038
0.029678
0.004895
-0.090602
0.12252
0.056813
0.125333
0.100833
-0.123969
0.241047
0.022233
0.019798
-0.085638
0.041781
0.117194
-0.029538
-0.044268
0.0
0.093785
-0.034473
0.064247
-0.037077
0.0
-0.049237
0.13957
0.311316
0.048035
0.203803
0.195246
0.22729
0.243579
0.068982
0.086602
0.012219
0.336044
0.285635
-0.03852
0.104391
0.168574
0.054292
0.417157
0.014941
0.110026
-0.262536
0.089349
